actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,critic_Q_loss,critic_value,duration,episode,episode_reward,model_done_loss,model_obs_loss,model_reward_loss,step
-0.22880474726359049,-0.18358438089489937,-2.0,0.1771264790246884,0.10000356024105998,43.702657063802086,0.13793334985772768,1.147775650024414,40.0,109.89009377864227,1.0008858541647594,0.39327268302440643,11.16710768143336,1005
9.068191159156061,-4.004401568443544,-2.0,1.1047615639625057,0.09981855016156649,24.219204533484675,2.8809783766346593,1.8129267692565918,41.0,149.4384716643654,0.17347870899304266,0.04862368945783425,1.2988782861540396,1036
10.476419248078999,-7.0465087388691146,-2.0,1.241975558431525,0.09953474292521339,3.614586441140426,5.960770606994629,1.096959114074707,42.0,92.31531126566611,0.025902844377254184,0.008334131923651225,0.37481605379205,1055
10.396794682457333,-7.381757713499523,-2.0,1.2313107706251598,0.0993141150586446,2.1437073264803206,6.165081228528704,1.226358413696289,43.0,104.1212738731522,0.016331546418812303,0.00445819685202358,0.27599458183561054,1076
10.318450546264648,-7.6394857406616214,-2.0,1.2208357572555542,0.09909574282921815,1.8837733745574952,6.4242641687393185,1.1565711498260498,44.0,97.37606786277082,0.017975213925819845,0.003221670520724729,0.2135113224387169,1096
10.172542537961688,-8.050332273755755,-2.0,1.2033485855375017,0.09884731494229304,1.8440653596605574,6.8288595506123135,1.6345643997192383,45.0,143.57094566784355,0.005336042395876055,0.002496234373081409,0.18890778720378876,1124
10.188952998111123,-8.43545537245901,-2.0,1.2020592626772428,0.09860872654160717,1.7466914528294613,7.20257400211535,1.0976154804229736,46.0,92.82814053624891,0.0034620452849929663,0.0021358568169250105,0.15299199521541595,1143
10.13039759585732,-8.751307286714253,-2.0,1.1939681454708702,0.09841779125794087,1.7507045770946301,7.510040659653513,1.0982511043548584,47.0,94.83043447977086,0.0016609750822872708,0.002148511874685554,0.1316642522027618,1162
10.10629535856701,-9.0786501566569,-2.0,1.189182610738845,0.09821852547096152,1.7666369279225667,7.834704944065639,1.2325570583343506,48.0,97.84183166191232,0.038372600240455496,0.002109053099827309,0.1197411176704225,1183
10.082842085096571,-9.397012604607475,-2.0,1.1845482455359564,0.09802582374296713,1.726917220486535,8.157374382019043,1.0399928092956543,49.0,89.78468866045155,0.007501524284533743,0.001776966875897617,0.1235799714922905,1201
